interaction_id,customer_id,interaction_date,interaction_type,channel,duration_minutes,satisfaction_score,resolution_status,agent_id
INT00023322,CUST007734,2025-05-07,Inquiry,Mobile App,13,4,Resolved,AGT121
INT00023323,CUST007713,2025-07-02,Inquiry,Phone,60,3,Resolved,AGT052
INT00023324,CUST013638,2025-03-09,Complaint,Email,2,3,Resolved,AGT146
INT00023325,CUST004852,2024-09-16,Claim Support,Chat,8,3,Resolved,AGT148
INT00023326,CUST010790,2025-05-27,Inquiry,Chat,24,5,Resolved,AGT003
INT00023327,CUST009100,2022-03-21,Complaint,Mobile App,2,2,Pending,AGT153
INT00023328,CUST001178,2023-04-07,Claim Support,Email,1,4,Resolved,AGT071
INT00023329,CUST013978,2024-02-14,Inquiry,Chat,7,3,Pending,AGT094
INT00023330,CUST009881,2025-02-04,New Policy,Phone,35,3,Resolved,AGT197
INT00023331,CUST008832,2022-01-29,Policy Change,Phone,34,4,Resolved,AGT155
INT00023332,CUST012246,2024-04-02,Policy Change,In-Person,1,3,Pending,AGT183
INT00023333,CUST003049,2024-03-23,Claim Support,Chat,43,2,Escalated,AGT059
INT00023334,CUST005109,2022-05-17,Inquiry,Phone,21,3,Resolved,AGT137
INT00023335,CUST014712,2023-12-07,Inquiry,Email,1,3,Resolved,AGT047
INT00023336,CUST012930,2022-04-08,Claim Support,In-Person,11,3,Resolved,AGT152
INT00023337,CUST005190,2024-05-07,Billing Question,Email,1,5,Resolved,AGT051
INT00023338,CUST011087,2024-12-09,Policy Change,In-Person,32,3,Resolved,AGT093
INT00023339,CUST004841,2022-09-20,Inquiry,Mobile App,24,4,Escalated,AGT004
INT00023340,CUST001198,2025-07-01,Billing Question,Chat,12,2,Resolved,AGT197
INT00023341,CUST001552,2024-09-18,Billing Question,Email,2,3,Escalated,AGT199
INT00023342,CUST006118,2024-09-03,Inquiry,Mobile App,7,3,Resolved,AGT164
INT00023343,CUST008404,2025-03-19,Billing Question,In-Person,22,4,Resolved,AGT004
INT00023344,CUST012984,2022-01-06,Inquiry,Chat,39,4,Resolved,AGT016
INT00023345,CUST014090,2024-11-28,Billing Question,Phone,21,2,Resolved,AGT109
INT00023346,CUST003181,2025-04-21,Inquiry,Phone,4,4,Closed,AGT168
INT00023347,CUST007778,2023-10-09,Policy Change,Mobile App,20,3,Resolved,AGT056
INT00023348,CUST006426,2024-11-11,Claim Support,Email,30,3,Resolved,AGT029
INT00023349,CUST009489,2024-01-02,Billing Question,Phone,22,2,Pending,AGT098
INT00023350,CUST000953,2025-06-29,Claim Support,Chat,6,4,Resolved,AGT081
INT00023351,CUST001404,2025-01-16,Inquiry,Phone,75,2,Resolved,AGT067
INT00023352,CUST001738,2023-05-12,Claim Support,Mobile App,46,4,Resolved,AGT129
INT00023353,CUST002727,2022-06-14,Complaint,Email,5,3,Resolved,AGT022
INT00023354,CUST008844,2021-09-25,Inquiry,Mobile App,15,3,Resolved,AGT036
INT00023355,CUST006778,2024-04-03,Complaint,Phone,22,3,Resolved,AGT112
INT00023356,CUST009316,2024-12-11,Inquiry,Chat,5,3,Resolved,AGT191
INT00023357,CUST000675,2025-03-03,Cancellation Request,Phone,8,2,Resolved,AGT141
INT00023358,CUST005203,2023-08-16,Inquiry,Phone,15,3,Resolved,AGT049
INT00023359,CUST003024,2023-10-01,Complaint,Email,15,4,Resolved,AGT142
INT00023360,CUST002250,2024-10-31,Claim Support,Chat,5,2,Resolved,AGT106
INT00023361,CUST002522,2024-09-18,Claim Support,Email,20,3,Resolved,AGT153
INT00023362,CUST000137,2025-04-03,Complaint,Mobile App,8,2,Pending,AGT125
INT00023363,CUST000901,2022-01-07,Complaint,Email,10,1,Pending,AGT139
INT00023364,CUST013686,2025-01-01,Complaint,Phone,99,2,Pending,AGT137
INT00023365,CUST000292,2022-01-04,Complaint,Email,5,4,Resolved,AGT059
INT00023366,CUST000248,2024-02-10,Cancellation Request,In-Person,5,4,Resolved,AGT129
INT00023367,CUST012366,2025-06-20,Claim Support,Phone,40,2,Pending,AGT146
INT00023368,CUST013458,2024-09-01,New Policy,Phone,3,5,Resolved,AGT188
INT00023369,CUST006308,2024-10-18,Policy Change,Mobile App,9,3,Resolved,AGT089
INT00023370,CUST002744,2021-08-05,Inquiry,Chat,2,4,Resolved,AGT098
INT00023371,CUST000643,2023-08-31,Policy Change,Phone,40,2,Resolved,AGT160
INT00023372,CUST010226,2025-04-07,Claim Support,Phone,40,3,Resolved,AGT033
INT00023373,CUST007984,2025-02-13,Policy Change,Mobile App,5,4,Resolved,AGT114
INT00023374,CUST011778,2021-12-09,Billing Question,In-Person,22,2,Resolved,AGT197
INT00023375,CUST011870,2022-12-18,Inquiry,In-Person,14,2,Pending,AGT123
INT00023376,CUST005022,2023-01-26,Billing Question,Chat,8,4,Resolved,AGT117
INT00023377,CUST006517,2020-12-09,Inquiry,Email,10,3,Resolved,AGT056
INT00023378,CUST007643,2025-04-12,Claim Support,Chat,10,4,Resolved,AGT104
INT00023379,CUST001544,2024-01-19,Cancellation Request,Phone,23,4,Pending,AGT124
INT00023380,CUST007124,2023-07-23,Claim Support,Mobile App,11,5,Resolved,AGT194
INT00023381,CUST007176,2023-08-19,Cancellation Request,In-Person,22,3,Resolved,AGT165
INT00023382,CUST010826,2022-09-19,Inquiry,Mobile App,1,4,Resolved,AGT137
INT00023383,CUST006127,2023-01-21,Inquiry,Phone,17,3,Resolved,AGT138
INT00023384,CUST010649,2021-09-08,Inquiry,Mobile App,6,4,Closed,AGT147
INT00023385,CUST011249,2025-02-24,Claim Support,Mobile App,24,3,Resolved,AGT106
INT00023386,CUST007712,2024-03-07,Complaint,Email,38,2,Resolved,AGT034
INT00023387,CUST002515,2022-12-23,Billing Question,Phone,7,3,Escalated,AGT100
INT00023388,CUST005431,2025-04-30,Inquiry,Email,5,4,Resolved,AGT078
INT00023389,CUST011690,2024-09-25,Billing Question,Email,2,4,Resolved,AGT085
INT00023390,CUST004689,2022-05-22,Complaint,Chat,3,2,Resolved,AGT191
INT00023391,CUST007040,2025-05-26,Complaint,Email,4,2,Resolved,AGT032
INT00023392,CUST011814,2024-12-31,Complaint,Mobile App,7,3,Pending,AGT143
INT00023393,CUST007668,2025-02-14,Claim Support,Phone,6,3,Resolved,AGT067
INT00023394,CUST004276,2022-09-20,Complaint,Chat,58,1,Resolved,AGT106
INT00023395,CUST006436,2022-07-09,Billing Question,Chat,2,5,Resolved,AGT131
INT00023396,CUST002698,2024-10-31,Claim Support,Mobile App,19,3,Pending,AGT091
INT00023397,CUST014265,2024-07-17,Inquiry,Mobile App,4,3,Closed,AGT064
INT00023398,CUST006884,2024-08-10,New Policy,Chat,25,4,Resolved,AGT035
INT00023399,CUST011075,2021-06-04,Billing Question,Chat,1,3,Escalated,AGT181
INT00023400,CUST001732,2025-07-01,Inquiry,Email,3,3,Resolved,AGT154
INT00023401,CUST006387,2025-06-13,Claim Support,Email,2,3,Resolved,AGT033
INT00023402,CUST013074,2024-09-13,Inquiry,Phone,12,3,Resolved,AGT071
INT00023403,CUST010676,2025-06-18,Inquiry,Chat,4,4,Closed,AGT181
INT00023404,CUST014344,2023-03-12,Policy Change,Email,2,5,Resolved,AGT144
INT00023405,CUST011040,2025-01-11,Inquiry,Email,5,5,Resolved,AGT107
INT00023406,CUST014576,2025-01-02,Policy Change,Chat,11,4,Resolved,AGT103
INT00023407,CUST006837,2025-03-03,Inquiry,Mobile App,7,4,Resolved,AGT170
INT00023408,CUST000539,2025-06-26,Billing Question,Chat,1,4,Resolved,AGT164
INT00023409,CUST014771,2025-05-07,New Policy,Chat,42,2,Resolved,AGT089
INT00023410,CUST005216,2024-08-15,Claim Support,In-Person,45,4,Resolved,AGT030
INT00023411,CUST006279,2023-04-29,Complaint,Email,9,2,Pending,AGT106
INT00023412,CUST002047,2025-06-07,Policy Change,Chat,5,4,Resolved,AGT062
INT00023413,CUST006661,2022-06-08,Inquiry,Phone,32,3,Resolved,AGT128
INT00023414,CUST009092,2025-02-27,Claim Support,Chat,20,4,Resolved,AGT007
INT00023415,CUST012217,2021-12-25,Complaint,Chat,5,4,Resolved,AGT061
INT00023416,CUST010645,2025-06-14,Inquiry,Mobile App,6,2,Escalated,AGT069
INT00023417,CUST001930,2025-06-14,Policy Change,Chat,3,3,Resolved,AGT153
INT00023418,CUST002014,2025-04-07,Inquiry,Chat,3,2,Resolved,AGT052
INT00023419,CUST003246,2022-01-22,Claim Support,Mobile App,17,4,Resolved,AGT092
INT00023420,CUST005374,2021-12-02,New Policy,Chat,17,3,Resolved,AGT094
INT00023421,CUST011697,2024-04-14,Inquiry,Phone,1,4,Resolved,AGT116
INT00023422,CUST011936,2023-04-30,Complaint,In-Person,23,3,Resolved,AGT187
INT00023423,CUST013538,2024-08-31,Inquiry,In-Person,12,5,Resolved,AGT059
INT00023424,CUST001064,2024-08-11,Complaint,Email,33,3,Resolved,AGT146
INT00023425,CUST006092,2023-02-21,Complaint,Phone,5,3,Closed,AGT055
INT00023426,CUST013658,2024-01-02,Claim Support,Mobile App,5,5,Resolved,AGT019
INT00023427,CUST001514,2023-10-17,Complaint,Phone,46,2,Escalated,AGT024
INT00023428,CUST008762,2024-10-30,Complaint,Phone,5,2,Resolved,AGT178
INT00023429,CUST001077,2023-08-24,Inquiry,Email,2,4,Closed,AGT107
INT00023430,CUST004205,2025-01-03,Complaint,Phone,16,2,Resolved,AGT060
INT00023431,CUST005247,2022-10-18,Policy Change,Email,23,2,Resolved,AGT056
INT00023432,CUST013397,2024-11-05,Claim Support,In-Person,15,3,Resolved,AGT056
INT00023433,CUST000432,2024-04-16,Complaint,Mobile App,1,2,Pending,AGT173
INT00023434,CUST008599,2024-10-27,Inquiry,Email,3,4,Resolved,AGT012
INT00023435,CUST011920,2023-01-01,Policy Change,Phone,11,3,Resolved,AGT181
INT00023436,CUST005576,2025-04-18,Inquiry,Phone,8,2,Resolved,AGT019
INT00023437,CUST007582,2023-07-10,Inquiry,Email,1,4,Resolved,AGT054
INT00023438,CUST014346,2025-05-22,Claim Support,Phone,46,2,Resolved,AGT135
INT00023439,CUST001620,2023-06-27,Claim Support,Chat,26,3,Resolved,AGT155
INT00023440,CUST004696,2024-07-11,New Policy,Phone,80,3,Resolved,AGT035
INT00023441,CUST010542,2025-06-21,Inquiry,Chat,5,4,Resolved,AGT107
INT00023442,CUST011462,2022-11-11,Inquiry,Chat,11,4,Pending,AGT157
INT00023443,CUST007019,2025-04-14,Inquiry,Email,36,4,Resolved,AGT136
INT00023444,CUST011028,2025-04-27,Claim Support,Chat,34,3,Resolved,AGT056
INT00023445,CUST005609,2024-10-20,Complaint,Phone,1,1,Resolved,AGT048
INT00023446,CUST000442,2023-05-18,Claim Support,Mobile App,35,2,Escalated,AGT044
INT00023447,CUST005853,2025-01-29,Inquiry,Phone,8,4,Resolved,AGT074
INT00023448,CUST009411,2022-09-01,Inquiry,Mobile App,3,4,Resolved,AGT043
INT00023449,CUST000004,2025-04-08,Inquiry,Email,11,2,Pending,AGT116
INT00023450,CUST010498,2025-05-10,Complaint,In-Person,89,2,Pending,AGT166
INT00023451,CUST008281,2024-07-13,Policy Change,Email,1,3,Pending,AGT009
INT00023452,CUST005583,2022-10-02,Claim Support,Email,4,5,Resolved,AGT111
INT00023453,CUST012093,2025-05-06,Billing Question,Email,6,3,Pending,AGT147
INT00023454,CUST003942,2023-12-25,Claim Support,Chat,101,4,Resolved,AGT197
INT00023455,CUST013460,2024-06-03,Policy Change,Email,1,4,Resolved,AGT017
INT00023456,CUST007245,2025-04-15,Policy Change,In-Person,14,4,Resolved,AGT075
INT00023457,CUST007864,2023-03-05,Claim Support,In-Person,57,4,Resolved,AGT195
INT00023458,CUST003832,2024-08-18,Inquiry,Chat,12,3,Pending,AGT148
INT00023459,CUST014112,2025-06-06,Claim Support,Email,9,5,Escalated,AGT197
INT00023460,CUST004138,2025-01-30,Billing Question,Mobile App,8,4,Pending,AGT102
INT00023461,CUST006300,2023-09-20,New Policy,Email,10,4,Resolved,AGT176
INT00023462,CUST002874,2025-02-02,Billing Question,Phone,8,3,Resolved,AGT031
INT00023463,CUST004403,2025-06-20,Claim Support,Email,5,2,Resolved,AGT188
INT00023464,CUST014543,2023-08-24,New Policy,Email,6,3,Resolved,AGT099
INT00023465,CUST007056,2023-01-19,Policy Change,Email,8,3,Resolved,AGT085
INT00023466,CUST008273,2023-11-15,New Policy,Email,11,3,Pending,AGT077
INT00023467,CUST011016,2023-06-29,Claim Support,Phone,72,4,Pending,AGT086
INT00023468,CUST005029,2024-09-04,Inquiry,Email,9,4,Resolved,AGT045
INT00023469,CUST003104,2021-06-28,New Policy,Email,1,3,Resolved,AGT197
INT00023470,CUST005873,2022-10-31,Policy Change,Email,4,5,Resolved,AGT061
INT00023471,CUST002811,2025-03-09,Claim Support,Chat,62,2,Resolved,AGT143
INT00023472,CUST004807,2020-12-31,Complaint,Email,2,2,Escalated,AGT029
INT00023473,CUST010349,2022-06-15,Complaint,Phone,4,2,Resolved,AGT102
INT00023474,CUST002367,2025-06-29,Billing Question,Mobile App,6,4,Resolved,AGT002
INT00023475,CUST013157,2024-12-14,Inquiry,Mobile App,18,3,Resolved,AGT056
INT00023476,CUST008542,2022-10-12,Complaint,Mobile App,5,4,Resolved,AGT074
INT00023477,CUST009192,2025-05-24,New Policy,In-Person,9,2,Escalated,AGT083
INT00023478,CUST007270,2025-05-29,Inquiry,Phone,7,3,Pending,AGT142
INT00023479,CUST006516,2024-07-15,Complaint,In-Person,45,1,Pending,AGT055
INT00023480,CUST006351,2023-08-04,Billing Question,Phone,7,5,Resolved,AGT061
INT00023481,CUST003722,2025-05-10,Claim Support,Email,8,4,Resolved,AGT088
INT00023482,CUST009884,2023-06-29,Complaint,Phone,43,1,Pending,AGT083
INT00023483,CUST006571,2025-04-26,Complaint,Mobile App,1,4,Pending,AGT068
INT00023484,CUST014934,2024-07-10,Complaint,Phone,26,3,Pending,AGT091
INT00023485,CUST002791,2023-12-10,Inquiry,Phone,10,2,Resolved,AGT104
INT00023486,CUST000825,2025-02-11,Billing Question,Email,2,3,Resolved,AGT023
INT00023487,CUST010966,2024-10-29,Complaint,Email,35,2,Resolved,AGT164
INT00023488,CUST014400,2020-08-09,Inquiry,In-Person,3,3,Resolved,AGT005
INT00023489,CUST010156,2024-03-26,Policy Change,Phone,68,3,Resolved,AGT129
INT00023490,CUST011979,2023-03-22,Policy Change,In-Person,17,4,Resolved,AGT066
INT00023491,CUST002029,2022-12-01,Inquiry,Phone,10,4,Pending,AGT145
INT00023492,CUST003843,2022-03-27,New Policy,In-Person,45,2,Pending,AGT171
INT00023493,CUST000862,2022-12-09,Complaint,Chat,15,2,Pending,AGT108
INT00023494,CUST009784,2025-03-26,Policy Change,Email,1,4,Resolved,AGT035
INT00023495,CUST013308,2025-05-06,Complaint,Email,35,1,Resolved,AGT013
INT00023496,CUST002640,2025-01-26,Policy Change,Email,5,3,Resolved,AGT126
INT00023497,CUST013855,2025-04-07,Inquiry,Phone,8,4,Resolved,AGT158
INT00023498,CUST010931,2023-03-05,Complaint,In-Person,20,2,Pending,AGT121
INT00023499,CUST009967,2025-03-16,Inquiry,Chat,13,2,Escalated,AGT164
INT00023500,CUST012189,2023-05-20,Inquiry,Phone,31,3,Resolved,AGT102
INT00023501,CUST012190,2025-05-20,New Policy,Email,35,3,Resolved,AGT153
INT00023502,CUST010255,2024-12-26,Inquiry,Chat,20,3,Resolved,AGT138
INT00023503,CUST007154,2025-04-13,Inquiry,Email,1,3,Resolved,AGT192
INT00023504,CUST008407,2025-06-17,Inquiry,Mobile App,8,2,Resolved,AGT039
INT00023505,CUST008181,2025-05-22,Policy Change,Email,8,4,Resolved,AGT081
INT00023506,CUST011986,2022-09-09,Policy Change,Phone,9,4,Resolved,AGT141
INT00023507,CUST008043,2024-10-17,Inquiry,Mobile App,7,4,Resolved,AGT026
INT00023508,CUST013804,2024-03-12,Complaint,Phone,77,3,Pending,AGT185
INT00023509,CUST002084,2023-04-27,Policy Change,Chat,1,3,Resolved,AGT184
INT00023510,CUST007538,2025-01-09,Policy Change,Email,43,4,Resolved,AGT031
INT00023511,CUST012856,2021-04-28,Billing Question,Email,1,3,Resolved,AGT165
INT00023512,CUST000228,2025-07-02,Inquiry,Phone,4,4,Resolved,AGT100
INT00023513,CUST007900,2024-12-17,Policy Change,Chat,31,4,Resolved,AGT197
INT00023514,CUST009044,2025-06-24,Billing Question,Mobile App,1,4,Resolved,AGT034
INT00023515,CUST009396,2023-12-30,Claim Support,Email,20,3,Resolved,AGT106
INT00023516,CUST002176,2024-12-13,Policy Change,Phone,12,3,Pending,AGT100
INT00023517,CUST007275,2024-12-03,Inquiry,Phone,27,3,Resolved,AGT002
INT00023518,CUST005619,2022-11-07,Complaint,Email,3,2,Resolved,AGT053
INT00023519,CUST008743,2023-11-11,Complaint,Chat,18,3,Escalated,AGT017
INT00023520,CUST000132,2025-06-29,Complaint,In-Person,36,1,Escalated,AGT198
INT00023521,CUST011645,2024-06-19,Complaint,Chat,49,3,Resolved,AGT104
INT00023522,CUST007599,2025-07-02,Policy Change,Chat,24,3,Resolved,AGT090
INT00023523,CUST004011,2025-06-10,Billing Question,Chat,14,4,Resolved,AGT145
INT00023524,CUST002838,2025-01-20,Complaint,Mobile App,2,3,Closed,AGT038
INT00023525,CUST012151,2022-09-04,New Policy,Mobile App,45,3,Resolved,AGT106
INT00023526,CUST006182,2022-03-16,Inquiry,Email,2,4,Resolved,AGT023
INT00023527,CUST003709,2025-06-13,Complaint,Email,12,2,Pending,AGT097
INT00023528,CUST000151,2024-12-05,Claim Support,In-Person,49,5,Resolved,AGT137
INT00023529,CUST006427,2025-06-01,New Policy,In-Person,17,3,Resolved,AGT172
INT00023530,CUST010069,2022-07-24,Inquiry,Phone,3,2,Resolved,AGT138
INT00023531,CUST005210,2025-02-04,Complaint,Mobile App,45,2,Pending,AGT037
INT00023532,CUST010287,2024-08-08,Cancellation Request,Chat,26,3,Resolved,AGT110
INT00023533,CUST005523,2024-08-05,Complaint,In-Person,27,2,Resolved,AGT130
INT00023534,CUST003643,2023-12-23,Claim Support,Chat,26,4,Resolved,AGT032
INT00023535,CUST007492,2025-01-10,Complaint,Mobile App,13,2,Resolved,AGT009
INT00023536,CUST013837,2024-04-10,Complaint,Phone,5,3,Resolved,AGT146
INT00023537,CUST014925,2025-06-26,Policy Change,Phone,3,3,Resolved,AGT008
INT00023538,CUST011751,2022-09-29,Claim Support,Email,12,4,Resolved,AGT147
INT00023539,CUST004828,2025-04-06,Policy Change,In-Person,10,3,Resolved,AGT076
INT00023540,CUST004820,2024-10-03,Claim Support,Mobile App,2,4,Resolved,AGT042
INT00023541,CUST014346,2025-03-01,New Policy,Email,11,4,Escalated,AGT177
INT00023542,CUST009861,2024-04-02,Complaint,Email,3,2,Resolved,AGT025
INT00023543,CUST001893,2025-03-01,Billing Question,Phone,19,4,Resolved,AGT130
INT00023544,CUST000553,2024-01-25,Cancellation Request,Chat,1,5,Resolved,AGT123
INT00023545,CUST007675,2022-05-10,Inquiry,Email,4,4,Resolved,AGT039
INT00023546,CUST013691,2023-12-20,Billing Question,In-Person,32,4,Resolved,AGT010
INT00023547,CUST004636,2024-04-01,Inquiry,Mobile App,29,5,Resolved,AGT019
INT00023548,CUST012099,2023-10-22,Inquiry,Phone,11,2,Resolved,AGT106
INT00023549,CUST010002,2021-08-21,Complaint,Chat,11,2,Resolved,AGT031
INT00023550,CUST003090,2023-11-14,Complaint,Phone,31,1,Resolved,AGT168
INT00023551,CUST014210,2024-01-12,Inquiry,Chat,1,4,Resolved,AGT158
INT00023552,CUST010135,2024-10-22,Policy Change,Email,10,3,Pending,AGT192
INT00023553,CUST014183,2020-11-22,Inquiry,Chat,31,4,Pending,AGT180
INT00023554,CUST011130,2023-05-29,Inquiry,Phone,25,4,Resolved,AGT036
INT00023555,CUST005994,2025-06-23,Policy Change,Chat,1,3,Resolved,AGT055
INT00023556,CUST012666,2023-04-24,Claim Support,Mobile App,32,2,Pending,AGT184
INT00023557,CUST006209,2021-04-09,Inquiry,In-Person,9,4,Resolved,AGT126
INT00023558,CUST010622,2020-11-04,Claim Support,In-Person,80,3,Resolved,AGT103
INT00023559,CUST006280,2025-03-25,Inquiry,Chat,9,4,Resolved,AGT023
INT00023560,CUST004895,2023-11-06,Policy Change,Phone,17,5,Resolved,AGT074
INT00023561,CUST013733,2022-05-07,Inquiry,Email,9,3,Pending,AGT136
INT00023562,CUST006804,2023-02-06,Policy Change,Phone,18,3,Resolved,AGT149
INT00023563,CUST008819,2022-07-15,Claim Support,Phone,33,2,Resolved,AGT101
INT00023564,CUST014701,2021-08-16,Complaint,Email,7,2,Resolved,AGT169
INT00023565,CUST009693,2023-03-29,Inquiry,Phone,6,5,Resolved,AGT049
INT00023566,CUST002574,2025-03-11,Inquiry,Phone,2,3,Resolved,AGT111
INT00023567,CUST004322,2024-01-29,Complaint,Phone,31,4,Resolved,AGT176
INT00023568,CUST000380,2024-06-27,Cancellation Request,Mobile App,21,3,Resolved,AGT127
INT00023569,CUST013490,2023-01-16,Complaint,In-Person,51,1,Resolved,AGT035
INT00023570,CUST008376,2025-04-27,Cancellation Request,Chat,11,3,Resolved,AGT179
INT00023571,CUST005084,2023-01-30,New Policy,Email,20,4,Resolved,AGT109
INT00023572,CUST013379,2025-03-04,Inquiry,Chat,6,3,Pending,AGT082
INT00023573,CUST004612,2025-03-08,Inquiry,Email,1,1,Closed,AGT004
INT00023574,CUST008826,2025-05-26,Inquiry,Phone,26,5,Resolved,AGT198
INT00023575,CUST004884,2023-04-14,Claim Support,Phone,8,5,Resolved,AGT155
INT00023576,CUST002223,2021-10-21,Claim Support,Mobile App,9,3,Resolved,AGT199
INT00023577,CUST008454,2023-10-23,Policy Change,In-Person,21,4,Resolved,AGT085
INT00023578,CUST000058,2021-07-30,New Policy,Email,2,5,Resolved,AGT099
INT00023579,CUST003322,2021-12-02,Inquiry,Phone,2,4,Resolved,AGT026
INT00023580,CUST001331,2022-05-24,Policy Change,Mobile App,12,3,Closed,AGT134
INT00023581,CUST000758,2025-03-02,Claim Support,Mobile App,15,5,Resolved,AGT080
INT00023582,CUST014131,2024-12-19,Complaint,Phone,1,3,Resolved,AGT194
INT00023583,CUST009163,2023-01-11,Claim Support,Email,6,3,Resolved,AGT166
INT00023584,CUST003324,2024-10-21,Policy Change,Mobile App,9,5,Pending,AGT172
INT00023585,CUST001200,2024-12-03,Billing Question,Chat,4,5,Resolved,AGT040
INT00023586,CUST012951,2025-06-01,Claim Support,Chat,21,3,Resolved,AGT121
INT00023587,CUST001646,2025-05-27,Inquiry,Email,1,3,Pending,AGT173
INT00023588,CUST002523,2023-11-25,Cancellation Request,In-Person,16,3,Resolved,AGT185
INT00023589,CUST006381,2025-02-14,Policy Change,Phone,34,2,Resolved,AGT087
INT00023590,CUST000307,2024-09-12,Policy Change,Chat,11,3,Resolved,AGT023
INT00023591,CUST007583,2024-07-31,Billing Question,Phone,11,4,Resolved,AGT164
INT00023592,CUST002167,2024-08-14,Inquiry,Phone,12,3,Pending,AGT135
INT00023593,CUST002655,2023-03-01,Billing Question,Phone,3,2,Closed,AGT005
INT00023594,CUST003772,2021-11-01,Inquiry,Email,9,4,Resolved,AGT192
INT00023595,CUST010815,2023-11-04,Claim Support,Chat,5,4,Resolved,AGT074
INT00023596,CUST000883,2025-03-03,Complaint,In-Person,8,1,Pending,AGT053
INT00023597,CUST003252,2024-07-04,Claim Support,Chat,3,3,Resolved,AGT181
INT00023598,CUST002285,2025-04-20,Complaint,Email,13,2,Resolved,AGT039
INT00023599,CUST009534,2025-04-01,Inquiry,Mobile App,5,3,Resolved,AGT053
INT00023600,CUST000799,2025-06-23,Complaint,Phone,76,3,Resolved,AGT126
INT00023601,CUST013929,2023-11-22,Inquiry,In-Person,11,2,Resolved,AGT152
INT00023602,CUST003779,2024-07-23,Inquiry,In-Person,1,2,Closed,AGT032
INT00023603,CUST003572,2023-07-03,Policy Change,Phone,1,4,Pending,AGT060
INT00023604,CUST001845,2024-12-16,New Policy,Phone,68,3,Resolved,AGT002
INT00023605,CUST014570,2025-06-06,Complaint,Email,11,2,Pending,AGT118
INT00023606,CUST006533,2025-01-03,Policy Change,Email,10,3,Resolved,AGT090
INT00023607,CUST010843,2022-12-23,Billing Question,Mobile App,2,2,Resolved,AGT174
INT00023608,CUST014417,2023-06-21,Billing Question,Mobile App,2,4,Resolved,AGT155
INT00023609,CUST011192,2025-06-16,Complaint,Phone,43,3,Pending,AGT051
INT00023610,CUST014725,2023-05-09,Claim Support,Email,3,3,Resolved,AGT158
INT00023611,CUST011113,2024-09-18,Inquiry,Mobile App,23,2,Resolved,AGT139
